#bin	chrom	chromStart	chromEnd	name	score	sourceCount	sourceIds	sourceScores
936	chr7	46017685	46018101	ATF7	279	2	930,1186	279,255
936	chr7	46017689	46018228	TCF12	1000	2	433,791	219,1000
936	chr7	46017696	46018300	MXI1	415	2	331,1211	415,251
936	chr7	46017698	46018132	ESR1	661	4	165,340,488,752	574,661,207,145
936	chr7	46017698	46018318	ELF1	460	1	300	460
936	chr7	46017699	46018126	IKZF1	574	2	884,1113	398,574
936	chr7	46017710	46018112	FOSL2	1000	2	571,810	511,1000
936	chr7	46017712	46018388	ARNT	469	1	511	469
936	chr7	46017713	46018213	NR3C1	509	4	270,640,967,1139	509,364,395,325
936	chr7	46017715	46018435	RFX1	1000	5	115,170,200,729,1003	125,420,865,113,1000
936	chr7	46017721	46018391	KDM1A	413	1	1146	413
936	chr7	46017723	46018263	BCL3	761	1	748	761
936	chr7	46017724	46018064	JUN	798	3	190,978,1156	798,681,410
936	chr7	46017727	46018197	C11orf30	93	1	1133	93
936	chr7	46017735	46018145	CTBP1	617	1	56	617
936	chr7	46017740	46018300	MTA2	203	1	947	203
936	chr7	46017746	46018156	CREB1	592	3	526,687,1058	178,131,592
936	chr7	46017746	46018122	ARID3A	538	1	123	538
936	chr7	46017748	46018208	SIX5	211	1	149	211
936	chr7	46017751	46018342	DPF2	621	2	416,673	621,380
936	chr7	46017763	46018430	TAF1	386	2	893,1122	386,340
936	chr7	46017777	46018155	MAFK	1000	7	117,264,283,915,954,987,1173	297,185,725,1000,237,192,743
936	chr7	46017778	46018048	SMARCE1	293	1	48	293
936	chr7	46017781	46018209	MNT	979	1	1157	979
936	chr7	46017784	46017982	ATF3	895	2	2,1059	895,162
936	chr7	46017791	46018158	BACH1	467	2	957,1174	342,467
936	chr7	46017794	46018218	FOXA1	1000	7	8,72,124,402,1026,1092,1163	275,529,223,256,1000,387,1000
936	chr7	46017800	46018107	MAFF	643	2	360,553	643,189
936	chr7	46017807	46018147	EP300	743	5	273,311,625,676,790	743,311,649,540,268
936	chr7	46017812	46018188	RFX5	137	2	61,623	118,137
936	chr7	46017812	46018466	POLR2A	523	5	40,347,437,1032,1178	523,179,60,90,232
936	chr7	46017813	46018290	EGR1	389	5	150,595,686,855,1189	176,286,352,389,214
936	chr7	46017813	46018213	BHLHE40	537	2	583,1034	537,92
936	chr7	46017815	46018131	STAT3	226	1	367	226
936	chr7	46017818	46018168	MTA1	223	1	1202	223
936	chr7	46017833	46018277	RXRA	118	1	962	118
936	chr7	46017835	46018245	FOXK2	61	1	479	61
936	chr7	46017846	46018108	NFE2L2	1000	4	122,377,532,809	992,1000,1000,644
936	chr7	46017850	46018180	NEUROD1	377	1	1024	377
936	chr7	46017850	46018124	FOXA2	437	1	842	437
936	chr7	46017852	46018187	BMI1	1000	2	878,1097	1000,954
936	chr7	46017852	46018156	MYC	688	1	696	688
936	chr7	46017860	46018139	PKNOX1	158	2	441,519	158,66
936	chr7	46017874	46018122	TBX21	459	1	1234	459
936	chr7	46017967	46018203	CEBPB	1000	2	921,1206	1000,1000
936	chr7	46018184	46018773	CTCF	111	2	643,979	50,111
936	chr7	46018522	46018778	CEBPB	453	2	1206,1241	453,174
936	chr7	46019973	46020437	CTCF	588	16	33,357,358,634,644,649,662,839,937,976,1006,1074,1088,1094,1217,1231	287,102,588,93,428,256,354,252,61,235,240,198,71,196,184,205
936	chr7	46020135	46020391	CEBPB	260	1	1206	260
936	chr7	46021701	46022265	TCF12	294	1	791	294
936	chr7	46022541	46023021	GATA3	844	1	1161	844
936	chr7	46022675	46022863	GATA2	1000	1	266	1000
936	chr7	46023289	46023806	SP1	237	2	892,1183	195,237
936	chr7	46023353	46023817	RXRA	223	2	628,962	223,156
936	chr7	46023366	46023790	FOXA1	429	3	8,124,402	429,324,236
936	chr7	46023378	46023774	RAD21	163	1	496	163
936	chr7	46023411	46023755	FOXA2	325	2	158,199	305,325
936	chr7	46023433	46023672	HNF4A	315	2	92,677	312,315
936	chr7	46023856	46024176	EBF1	279	1	1020	279
936	chr7	46024077	46024885	CTCF	1000	55	37,51,102,192,198,213,246,247,257,292,298,316,350,355,361,379,382,394,410,478,515,523,546,580,584,630,642,643,644,716,723,733,743,757,804,821,834,864,891,940,955,977,979,1002,1041,1064,1068,1076,1137,1140,1151,1155,1160,1200,1217	187,353,158,247,1000,89,750,659,65,181,331,118,682,288,184,119,176,318,167,74,106,75,1000,179,63,170,384,59,146,232,121,1000,244,63,352,431,336,123,203,118,152,214,186,134,225,193,1000,144,147,129,110,137,602,186,87
936	chr7	46024267	46024723	MNT	147	1	1157	147
936	chr7	46024273	46024543	SMC3	292	1	196	292
936	chr7	46024275	46024565	GATA3	288	1	89	288
936	chr7	46024284	46024589	RAD21	788	7	64,496,586,720,881,1197,1212	186,788,428,165,343,402,218
936	chr7	46024308	46024632	MYC	375	1	184	375
936	chr7	46024344	46024698	BHLHE40	665	2	461,1034	665,429
936	chr7	46025262	46026113	CTCF	198	13	51,198,292,358,478,546,644,821,955,1002,1006,1041,1217	198,142,98,123,67,79,105,118,45,103,77,74,94
936	chr7	46025363	46025783	FOS	221	2	6,993	76,221
936	chr7	46025443	46025699	CEBPB	296	1	1206	296
936	chr7	46025486	46025722	RAD21	136	1	1019	136
936	chr7	46025938	46026322	MNT	98	1	414	98
936	chr7	46025991	46026441	ATF4	57	1	593	57
936	chr7	46026012	46026243	BHLHE40	162	1	1034	162
936	chr7	46026213	46026469	CEBPB	280	1	921	280
936	chr7	46026592	46027088	HNRNPL	178	1	725	178
936	chr7	46026874	46027197	ZNF384	296	2	619,746	296,275
936	chr7	46026909	46027179	SPI1	522	2	445,1192	109,522
936	chr7	46026967	46027754	DPF2	375	1	673	375
936	chr7	46026971	46027561	IKZF2	413	2	372,506	368,413
936	chr7	46026991	46027567	MEF2B	198	1	412	198
936	chr7	46027053	46027530	IKZF1	906	2	884,1113	906,780
936	chr7	46027063	46027353	RELB	397	1	522	397
936	chr7	46027078	46027547	TCF12	753	2	777,886	753,299
936	chr7	46027095	46027435	NR2C1	30	1	241	30
936	chr7	46027127	46027631	SP1	642	2	204,1183	642,191
936	chr7	46027128	46027412	ZSCAN29	213	1	734	213
936	chr7	46027133	46027459	NR2F1	618	1	550	618
936	chr7	46027136	46027456	EBF1	237	1	1020	237
936	chr7	46027154	46027359	TBX21	385	1	1234	385
936	chr7	46027163	46027563	GATA4	398	1	141	398
936	chr7	46027166	46027542	ZHX2	248	1	901	248
936	chr7	46027167	46027537	TFAP4	340	1	805	340
936	chr7	46027195	46027639	RXRA	1000	3	628,949,962	489,1000,150
936	chr7	46027209	46027629	ETV4	596	1	1102	596
936	chr7	46027253	46027577	EP300	641	1	676	641
936	chr7	46027254	46027610	TCF7	186	1	370	186
936	chr7	46027264	46027520	JUND	394	1	744	394
936	chr7	46027273	46027533	HNF4A	432	1	334	432
936	chr7	46027276	46027566	HNF4G	293	1	460	293
936	chr7	46027280	46027540	FOSL2	393	1	571	393
936	chr7	46027280	46027680	FOXA2	499	2	199,842	499,134
936	chr7	46027313	46027484	NR2F6	630	1	490	630
936	chr7	46027317	46027537	ZBTB7A	534	1	1099	534
936	chr7	46027329	46027525	BHLHE40	296	1	188	296
936	chr7	46027332	46028016	RBFOX2	142	1	231	142
936	chr7	46027341	46027455	USF1	819	1	107	819
936	chr7	46027399	46027609	FOXA1	942	2	8,402	849,942
936	chr7	46027978	46028422	RXRA	425	2	628,962	425,173
936	chr7	46028360	46028780	FOS	193	1	6	193
936	chr7	46028363	46028763	FOXA2	94	1	842	94
936	chr7	46028367	46028591	KDM1A	497	1	1146	497
936	chr7	46028403	46028743	SP1	514	1	204	514
936	chr7	46028423	46028747	EP300	310	1	676	310
936	chr7	46028429	46028704	JUND	1000	2	572,744	477,1000
936	chr7	46028441	46028725	FOXA1	311	1	402	311
936	chr7	46028486	46028680	FOSL2	1000	1	571	1000
936	chr7	46030921	46031361	NR2F6	185	1	490	185
936	chr7	46031565	46031945	ATF7	175	1	528	175
936	chr7	46031707	46031963	CEBPB	210	1	1206	210
936	chr7	46032567	46033248	GATA3	370	1	1161	370
936	chr7	46032722	46033126	GATA2	287	1	266	287
936	chr7	46033319	46033575	CEBPB	141	1	1206	141
936	chr7	46034324	46034724	FOXA2	122	1	842	122
936	chr7	46034349	46034665	FOXA1	190	2	8,402	176,190
936	chr7	46043399	46043779	ATF7	184	1	528	184
936	chr7	46043436	46043651	ATF4	141	1	593	141
936	chr7	46043486	46043710	CEBPB	550	2	1206,1241	550,251
936	chr7	46043793	46044383	IKZF1	175	1	1113	175
936	chr7	46043870	46044266	JUND	696	2	559,567	661,696
936	chr7	46043881	46044185	MYC	279	1	696	279
936	chr7	46043914	46044150	RAD21	132	1	1019	132
936	chr7	46043917	46044099	STAT3	607	1	367	607
936	chr7	46043926	46044223	FOS	1000	4	438,684,993,1017	1000,371,1000,454
936	chr7	46043929	46044185	REST	168	1	351	168
936	chr7	46044021	46044597	MEF2B	117	1	412	117
936	chr7	46044141	46044411	SPI1	406	2	445,1192	168,406
936	chr7	46044188	46044329	ZNF24	387	1	1177	387
936	chr7	46045767	46046087	EBF1	142	1	1020	142
936	chr7	46046758	46047182	JUNB	151	1	597	151
936	chr7	46046910	46047126	RAD21	108	1	1212	108
936	chr7	46046978	46047106	PKNOX1	40	1	519	40
936	chr7	46047464	46047994	REST	153	1	1172	153
936	chr7	46047511	46048007	EP300	164	1	1243	164
936	chr7	46047621	46048111	NR2F2	773	2	87,211	321,773
936	chr7	46049452	46049832	MAFK	360	4	117,283,915,987	222,244,205,360
936	chr7	46049520	46049790	MAFF	226	1	553	226
936	chr7	46049559	46049761	ZNF316	188	1	342	188
936	chr7	46049581	46049811	C11orf30	134	1	1133	134
936	chr7	46050624	46050880	REST	169	1	258	169
936	chr7	46050693	46050993	CTCF	165	4	198,382,723,733	108,165,152,86
936	chr7	46050765	46051005	RAD21	92	1	881	92
936	chr7	46051075	46051555	TBX21	144	1	1234	144
936	chr7	46054863	46055546	CTCF	125	5	130,630,1006,1061,1160	125,80,85,117,103
936	chr7	46054924	46055383	HDAC2	647	1	1169	647
936	chr7	46054938	46055458	SIN3A	532	2	487,970	532,418
936	chr7	46054943	46055527	ASH2L	1000	1	1116	1000
936	chr7	46054965	46055481	KDM1A	503	1	536	503
936	chr7	46054967	46055371	ZEB1	513	1	489	513
936	chr7	46054988	46055384	RAD21	393	3	496,720,881	215,224,393
936	chr7	46055010	46055581	TFAP4	405	1	805	405
936	chr7	46055027	46055336	EP300	976	2	166,338	247,976
936	chr7	46055034	46055290	TCF12	1000	2	429,433	1000,265
936	chr7	46055048	46055298	NANOG	325	1	753	325
936	chr7	46055049	46055333	SMARCA4	728	1	820	728
936	chr7	46055059	46055275	RXRA	359	1	1132	359
936	chr7	46055061	46055305	JUND	602	1	674	602
936	chr7	46055098	46055268	SP1	1000	1	1066	1000
936	chr7	46055127	46055377	RBBP5	1000	1	501	1000
936	chr7	46055165	46055655	NR2F2	394	1	211	394
936	chr7	46057170	46057574	HNF4A	154	1	677	154
936	chr7	46057179	46057579	FOXA2	86	1	842	86
936	chr7	46060060	46060420	RBM25	315	1	904	315
936	chr7	46060918	46061298	MAFK	152	1	915	152
936	chr7	46061036	46061306	MAFF	142	1	553	142
936	chr7	46062024	46062428	GATA2	341	1	266	341
936	chr7	46062047	46062527	GATA3	205	1	1161	205
936	chr7	46062059	46062439	MAFK	135	1	915	135
936	chr7	46063929	46064185	CEBPB	161	1	1206	161
936	chr7	46064010	46064576	SP1	489	2	892,1183	282,489
936	chr7	46064052	46064496	RXRA	198	1	962	198
936	chr7	46064075	46064515	HNF4A	362	2	92,677	294,362
936	chr7	46064202	46064662	MAX	289	1	1111	289
936	chr7	46064222	46064462	USF1	282	2	107,1171	253,282
936	chr7	46066438	46066818	MAFK	157	2	915,987	157,146
936	chr7	46068902	46069306	GATA2	571	1	266	571
936	chr7	46071804	46072244	HNF4A	175	1	92	175
936	chr7	46071937	46072272	FOXA1	170	3	8,402,1163	151,170,157
936	chr7	46072131	46072535	GATA2	177	1	266	177
936	chr7	46072163	46072832	TCF12	518	1	791	518
936	chr7	46072450	46072934	ATF3	263	1	2	263
936	chr7	46072520	46073211	REST	178	1	77	178
936	chr7	46072523	46072927	FOSL2	367	1	810	367
936	chr7	46072555	46072975	FOS	121	1	6	121
936	chr7	46072655	46072850	SP1	569	1	1213	569
936	chr7	46072678	46072968	GATA3	469	1	89	469
936	chr7	46073915	46074171	CEBPB	440	1	1206	440
936	chr7	46073993	46074483	NR2F2	662	2	87,211	662,542
936	chr7	46074018	46074482	RXRA	231	1	628	231
936	chr7	46074071	46074467	RAD21	151	1	496	151
936	chr7	46076539	46076943	CTCF	55	1	1002	55
936	chr7	46079186	46079831	GATA2	268	1	266	268
936	chr7	46090140	46090656	EP300	216	1	625	216
936	chr7	46090750	46091174	CTCF	207	2	298,793	207,198
936	chr7	46090820	46091076	RAD21	149	2	720,881	129,149
936	chr7	46093809	46094500	NR2F2	553	2	87,211	515,553
936	chr7	46093830	46094326	EP300	203	1	1243	203
936	chr7	46093870	46094314	RXRA	205	1	962	205
936	chr7	46097921	46098557	IKZF1	447	2	884,1113	243,447
936	chr7	46097939	46098439	ZBED1	459	1	58	459
936	chr7	46097942	46098446	ATF2	695	1	1112	695
936	chr7	46097944	46098434	SKIL	406	1	1070	406
936	chr7	46097949	46098479	NFATC3	285	1	1051	285
936	chr7	46097965	46098509	IKZF2	520	2	372,506	376,520
936	chr7	46097968	46098464	NR2F1	323	1	550	323
936	chr7	46097969	46098389	FOS	1000	5	6,684,888,993,1017	98,425,397,802,1000
936	chr7	46097983	46098387	GABPA	155	1	990	155
936	chr7	46097988	46098365	JUNB	1000	1	597	1000
936	chr7	46098000	46098420	ETV6	489	1	1134	489
936	chr7	46098002	46098438	BMI1	198	1	878	198
936	chr7	46098003	46098347	BCL3	433	1	865	433
936	chr7	46098009	46098427	MTA2	1000	1	947	1000
936	chr7	46098011	46098411	BHLHE40	66	1	1034	66
936	chr7	46098012	46098472	ZNF217	494	1	492	494
936	chr7	46098020	46098392	NFIC	1000	1	1168	1000
936	chr7	46098024	46098408	SMAD1	391	1	654	391
936	chr7	46098028	46098348	IRF4	991	1	148	991
936	chr7	46098031	46098411	SRF	67	1	227	67
936	chr7	46098035	46098395	EP300	694	1	589	694
936	chr7	46098036	46098300	EBF1	124	1	708	124
936	chr7	46098045	46098405	BACH1	235	1	1174	235
936	chr7	46098049	46098367	DPF2	973	1	673	973
936	chr7	46098076	46098293	BATF	1000	1	162	1000
936	chr7	46098077	46098367	MEF2A	365	1	7	365
936	chr7	46098080	46098342	RUNX3	833	1	1063	833
936	chr7	46098084	46098368	ZSCAN29	227	1	734	227
936	chr7	46098092	46098316	BCL11A	1000	1	918	1000
936	chr7	46098113	46098276	CREM	809	1	1000	809
936	chr7	46098140	46098339	ATF7	222	1	930	222
936	chr7	46098169	46098347	ARNT	711	1	511	711
936	chr7	46098188	46098308	EED	584	1	215	584
936	chr7	46100285	46100669	MNT	242	1	414	242
936	chr7	46102509	46102919	CREB1	96	2	526,1229	46,96
936	chr7	46102801	46103293	ATF2	202	3	225,470,615	73,202,71
936	chr7	46106314	46106818	HNRNPK	349	1	889	349
936	chr7	46107813	46108077	CEBPB	503	3	921,1206,1241	478,503,306
936	chr7	46108407	46108817	CTCF	163	2	246,716	163,117
936	chr7	46110462	46110718	CEBPB	319	2	921,1206	308,319
936	chr7	46111181	46111601	FOS	149	1	6	149
936	chr7	46111276	46111566	GATA3	329	2	89,95	229,329
936	chr7	46112101	46112482	MAFK	284	4	283,915,987,1173	171,238,284,239
936	chr7	46112186	46112676	ZNF217	162	1	1009	162
936	chr7	46112199	46112624	GATA3	1000	2	89,95	1000,852
936	chr7	46112201	46112601	DPF2	358	1	416	358
936	chr7	46112227	46112637	CTBP1	311	1	56	311
936	chr7	46112248	46113039	IKZF1	141	1	1113	141
936	chr7	46112250	46112810	MTA2	201	1	947	201
936	chr7	46112322	46112579	FOXA1	393	2	72,1026	315,393
936	chr7	46112337	46112737	BHLHE40	53	1	1034	53
936	chr7	46112341	46112745	EBF1	304	2	708,1020	304,151
936	chr7	46112390	46112549	NFIB	298	1	578	298
936	chr7	46112401	46112681	TBX21	586	1	1234	586
936	chr7	46112410	46112640	BATF	368	1	162	368
936	chr7	46112503	46112863	EP300	294	1	589	294
936	chr7	46113175	46113555	MAFK	363	3	283,915,987	206,363,225
936	chr7	46113231	46113501	MAFF	133	1	553	133
936	chr7	46114805	46115063	CEBPB	326	2	921,1241	289,326
936	chr7	46114818	46115062	ATF3	255	1	883	255
936	chr7	46116076	46116566	NR2F2	460	1	211	460
936	chr7	46118960	46119424	RXRA	115	1	628	115
936	chr7	46120249	46120774	REST	220	1	942	220
936	chr7	46120451	46120773	FOS	630	4	6,888,993,1017	618,630,503,420
936	chr7	46120462	46120752	JUND	660	2	99,572	660,334
936	chr7	46120913	46121383	C11orf30	66	1	1133	66
936	chr7	46120932	46121342	ZNF316	115	1	342	115
936	chr7	46120960	46121340	MAFK	374	4	117,283,915,987	356,160,374,276
936	chr7	46120991	46121261	MAFF	174	1	553	174
936	chr7	46121431	46121721	GATA3	476	1	89	476
936	chr7	46124264	46124520	CEBPB	179	1	1206	179
936	chr7	46128787	46129263	GATA3	124	1	95	124
936	chr7	46128791	46129211	FOS	143	1	6	143
936	chr7	46128826	46129230	FOSL2	448	1	810	448
936	chr7	46128910	46129190	FOXA1	141	1	1163	141
936	chr7	46128961	46129225	CEBPB	1000	3	921,1206,1241	915,1000,364
936	chr7	46131225	46131515	GATA3	217	1	89	217
936	chr7	46136737	46137137	BHLHE40	75	1	1034	75
937	chr7	46142686	46142976	JUND	264	2	99,572	227,264
937	chr7	46146933	46147217	SMARCA4	736	1	820	736
937	chr7	46147097	46147537	HNF4A	143	1	92	143
937	chr7	46147126	46147731	GATA2	260	1	266	260
937	chr7	46147323	46147803	GATA3	338	1	1161	338
937	chr7	46149040	46149450	ATF2	460	2	225,470	147,460
937	chr7	46149053	46149463	CREB1	301	2	526,1229	61,301
937	chr7	46149056	46149436	ATF7	277	1	528	277
937	chr7	46150121	46150821	CTCF	45	1	45	45
937	chr7	46155006	46155426	FOS	234	2	6,993	146,234
937	chr7	46155064	46155384	JUND	273	1	567	273
937	chr7	46163557	46163847	GATA3	213	1	89	213
937	chr7	46164261	46164661	FOXA2	115	1	842	115
937	chr7	46166379	46167176	TCF7L2	283	1	118	283
937	chr7	46166510	46166986	GATA3	1000	2	89,95	1000,133
937	chr7	46166528	46166798	ESR1	393	1	752	393
937	chr7	46166549	46166905	JUND	917	1	750	917
937	chr7	46166613	46166853	FOXA1	345	1	1026	345
937	chr7	46167999	46168150	BHLHE40	117	1	1034	117
937	chr7	46168794	46168961	MNT	403	1	414	403
937	chr7	46169291	46170012	CTCF	1000	55	12,47,51,102,153,198,202,213,243,247,253,257,260,269,276,298,316,350,355,382,386,394,415,478,493,523,540,546,584,630,723,733,743,760,793,813,815,826,827,891,931,944,955,976,1002,1064,1065,1068,1088,1137,1151,1160,1166,1193,1231	273,184,1000,837,531,563,330,215,121,252,112,115,341,263,240,672,918,247,222,386,241,521,84,169,765,665,213,577,380,253,389,606,468,371,363,129,778,672,141,588,242,317,181,372,235,489,168,451,709,708,484,523,306,486,1000
937	chr7	46169487	46169791	SMC3	676	2	196,1101	676,196
937	chr7	46169501	46169758	RAD21	1000	5	64,720,881,1197,1212	354,337,558,737,1000
937	chr7	46171445	46171925	EED	295	1	215	295
937	chr7	46171725	46172763	CTCF	1000	77	33,37,45,51,86,102,111,130,153,187,194,198,202,228,246,247,260,269,290,292,296,298,316,350,355,357,358,382,394,469,478,493,523,546,622,630,634,642,644,649,651,662,716,723,730,731,733,743,757,760,793,815,821,826,834,839,860,891,894,937,940,955,976,979,1002,1006,1041,1068,1088,1094,1151,1155,1166,1200,1201,1217,1231	297,121,112,416,169,242,259,330,401,325,513,601,168,130,242,267,68,165,357,147,184,330,191,387,147,237,181,496,264,173,38,114,108,1000,136,254,633,418,493,346,162,244,146,239,782,273,835,392,132,145,168,211,198,339,201,284,71,118,108,189,99,65,134,158,148,334,717,385,132,363,83,238,122,174,312,771,174
937	chr7	46171930	46172406	GATA3	962	2	89,95	962,119
937	chr7	46171975	46172371	RAD21	465	7	64,496,720,881,1019,1197,1212	328,306,344,465,218,459,326
937	chr7	46171987	46172267	FOXA1	467	2	8,1026	176,467
937	chr7	46172044	46172314	SMC3	424	1	196	424
937	chr7	46172441	46172698	CEBPB	283	2	921,1206	283,225
937	chr7	46174329	46174809	SP1	552	2	892,1183	324,552
937	chr7	46174404	46174800	RAD21	220	1	496	220
937	chr7	46174409	46174813	HNF4A	312	2	92,677	312,220
937	chr7	46174421	46174783	RXRA	1000	2	628,962	1000,900
937	chr7	46175082	46175552	C11orf30	79	1	1133	79
937	chr7	46175204	46175494	MAFF	592	2	360,553	424,592
937	chr7	46175210	46175520	MAFK	904	6	65,117,283,915,987,1173	199,609,740,904,832,234
937	chr7	46175245	46175429	ZNF316	131	1	342	131
937	chr7	46177197	46177577	ATF7	154	1	528	154
937	chr7	46177260	46177710	RAD21	161	1	586	161
937	chr7	46177269	46177749	SP1	142	1	892	142
937	chr7	46177290	46178095	YY1	275	2	69,617	275,161
937	chr7	46177292	46177752	MAX	259	1	1111	259
937	chr7	46177302	46177746	RXRA	180	1	962	180
937	chr7	46177425	46177909	REST	172	1	1233	172
937	chr7	46178533	46179009	GATA3	1000	2	89,95	1000,169
937	chr7	46178576	46179129	JUND	800	3	567,750,989	613,800,663
937	chr7	46178586	46179150	TCF12	1000	3	433,791,886	394,651,1000
937	chr7	46178591	46178995	FOSL2	334	1	810	334
937	chr7	46178593	46179103	SP1	784	1	1213	784
937	chr7	46178600	46179452	IKZF1	504	2	884,1113	387,504
937	chr7	46178602	46179035	ESR1	326	2	488,752	154,326
937	chr7	46178638	46179482	NBN	480	1	183	480
937	chr7	46178645	46179435	MLLT1	116	1	700	116
937	chr7	46178666	46179146	EED	258	1	215	258
937	chr7	46178668	46179460	IKZF2	615	2	372,506	513,615
937	chr7	46178677	46179027	SIN3A	706	1	1029	706
937	chr7	46178680	46179260	NFIC	461	1	1168	461
937	chr7	46178687	46179177	SKIL	525	1	1070	525
937	chr7	46178692	46179014	CEBPB	488	2	921,1206	376,488
937	chr7	46178707	46179237	NFATC3	577	1	1051	577
937	chr7	46178708	46179132	PKNOX1	36	1	519	36
937	chr7	46178711	46179267	TBX21	1000	1	1234	1000
937	chr7	46178713	46179049	RFX5	160	1	322	160
937	chr7	46178721	46179217	NR2F1	439	1	550	439
937	chr7	46178721	46178961	FOXA1	973	1	1026	973
937	chr7	46178738	46178988	NR3C1	830	1	1139	830
937	chr7	46178739	46179163	MXI1	379	1	331	379
937	chr7	46178743	46179133	TBP	220	1	606	220
937	chr7	46178754	46179204	RCOR1	628	1	344	628
937	chr7	46178759	46179119	BACH1	404	1	1174	404
937	chr7	46178763	46179183	ETV6	461	1	1134	461
937	chr7	46178767	46179011	FOS	163	1	888	163
937	chr7	46178771	46179247	ARNT	341	1	511	341
937	chr7	46178773	46179233	CBX5	500	1	588	500
937	chr7	46178777	46179141	RUNX3	190	1	1063	190
937	chr7	46178777	46179186	MTA2	1000	1	947	1000
937	chr7	46178778	46179188	RB1	521	1	851	521
937	chr7	46178778	46179214	BMI1	498	1	878	498
937	chr7	46178780	46179240	ZNF217	1000	1	492	1000
937	chr7	46178781	46179141	EP300	864	2	299,589	864,657
937	chr7	46178784	46179144	CREM	227	1	1000	227
937	chr7	46178789	46179141	DPF2	1000	1	673	1000
937	chr7	46178790	46179154	TCF7	285	1	197	285
937	chr7	46178793	46179209	SMARCA5	562	1	449	562
937	chr7	46178798	46179138	ATF7	386	1	930	386
937	chr7	46178798	46179198	BHLHE40	132	1	1034	132
937	chr7	46178816	46179136	IRF4	548	1	148	548
937	chr7	46178825	46179133	JUNB	1000	1	597	1000
937	chr7	46178828	46179098	BCL11A	412	1	918	412
937	chr7	46178829	46179273	TRIM22	735	1	844	735
937	chr7	46178833	46179073	SPI1	130	1	445	130
937	chr7	46178834	46179218	SMAD1	282	1	654	282
937	chr7	46178843	46179159	ZNF384	1000	1	619	1000
937	chr7	46178843	46179173	ZNF24	199	1	1177	199
937	chr7	46178873	46179082	RELB	486	1	522	486
937	chr7	46178886	46179067	BATF	1000	1	162	1000
937	chr7	46178893	46179048	ELF1	281	1	70	281
937	chr7	46183134	46183279	PKNOX1	41	1	519	41
937	chr7	46183424	46184024	RELB	376	1	522	376
937	chr7	46183424	46184004	NFIC	549	1	1168	549
937	chr7	46183453	46183817	RUNX3	191	1	1063	191
937	chr7	46183462	46183906	TRIM22	357	1	844	357
937	chr7	46183464	46184024	MTA2	367	1	947	367
937	chr7	46183468	46184058	IKZF1	206	1	1113	206
937	chr7	46183536	46184046	ATF7	213	1	930	213
937	chr7	46183687	46183850	TBX21	393	1	1234	393
937	chr7	46184089	46184553	RXRA	246	1	628	246
937	chr7	46184120	46184759	HNF4A	252	2	92,677	236,252
937	chr7	46184449	46185149	CTCF	47	1	45	47
937	chr7	46184836	46185249	MAFK	233	2	283,915	227,233
937	chr7	46184840	46185640	TCF7L2	239	1	118	239
937	chr7	46184860	46185640	ASH2L	476	1	1116	476
937	chr7	46184866	46185486	SIN3A	855	3	217,869,1029	559,855,609
937	chr7	46184877	46185533	HDAC2	976	2	1145,1169	631,976
937	chr7	46184906	46185366	SIX5	256	1	149	256
937	chr7	46184906	46185396	NR2F2	342	2	87,211	303,342
937	chr7	46184925	46185436	SP1	1000	3	1066,1183,1213	670,173,1000
937	chr7	46184925	46185415	REST	496	2	77,351	496,296
937	chr7	46184932	46185456	YY1	299	2	14,688	298,299
937	chr7	46184936	46185440	ETS1	1000	2	375,689	1000,452
937	chr7	46184961	46185393	TCF12	1000	2	429,791	481,1000
937	chr7	46184961	46185445	ATF3	705	1	2	705
937	chr7	46184964	46185240	MAFF	405	1	360	405
937	chr7	46184970	46185434	POLR2A	153	1	885	153
937	chr7	46184980	46185450	ZBTB33	653	1	337	653
937	chr7	46184982	46185342	TBL1XR1	342	1	110	342
937	chr7	46184984	46185404	ELF1	225	1	300	225
937	chr7	46184986	46185302	STAT3	146	1	367	146
937	chr7	46185007	46185291	NFE2L2	182	1	122	182
937	chr7	46185007	46185306	RAD21	168	2	881,1019	168,141
937	chr7	46185011	46185390	JUND	1000	5	99,145,542,567,750	464,1000,460,1000,794
937	chr7	46185013	46185377	RCOR1	389	1	216	389
937	chr7	46185015	46185299	BHLHE40	413	1	583	413
937	chr7	46185015	46185315	EP300	818	3	338,790,1243	818,292,340
937	chr7	46185017	46185233	RXRA	510	1	1132	510
937	chr7	46185023	46185273	NANOG	527	1	753	527
937	chr7	46185024	46185326	NR3C1	1000	5	270,306,640,967,1139	756,548,875,351,1000
937	chr7	46185025	46185321	FOS	465	2	684,888	465,247
937	chr7	46185028	46185323	FOSL2	1000	2	571,810	252,1000
937	chr7	46185028	46185341	ESR1	512	3	165,340,488	217,512,452
937	chr7	46185028	46185308	FOXA1	832	2	1026,1163	832,292
937	chr7	46185037	46185284	CEBPB	1000	4	214,921,1206,1241	293,1000,1000,647
937	chr7	46185057	46185280	SKI	571	1	599	571
937	chr7	46185058	46185538	EED	503	1	215	503
937	chr7	46185065	46185334	BCL3	1000	1	748	1000
937	chr7	46185065	46185335	EGR1	475	1	74	475
937	chr7	46185071	46185340	GATA3	1000	1	89	1000
937	chr7	46185088	46185268	BCL11A	883	2	173,770	883,708
937	chr7	46185211	46185441	BATF	209	1	162	209
937	chr7	46186043	46186383	CTCF	120	3	358,643,644	120,112,103
937	chr7	46186104	46186344	ESR1	255	1	1147	255
